CR_Title,CR_Author_Name,CR_Provider,CR_Create_Date,CR_Provider_St,CR_Language,CR_URL,CR_Media_Formats,CR_Material_Type,CR_Subject,CR_Keywords,CR_COU_TITLE,CR_COU_URL,CR_Abstract,CR_Educational_Use,CR_Primary_User,CR_Sublevel,CR_WORKFLOW_STATE
07 - Sacred place sacred space  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=528ce309de6249c9ba96ac444c760874,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,ConnectED|sacred sites|religion|social studies|GeoInquiries|GeoInquiry|sacred places|Jerusalem|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore the location and distribution of religious world heritage sites around the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - Migration on the move  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=617e5171f1a34c1eb46fb42ffb7ee14f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,GeoInquiry|Migraiton|ConnectED|human geography|Cultural geography|APHG|social studies|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will use ArcGIS Online to evaluate migration at the global regional and local scales.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - Borders boundaries and barriers  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=d47184abcb0c45038b2419ba43d279c9,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,Borders|boundaries|and barriers|ConnectED|APH|Hu|cul|so|K12|K-12|GeoInquiries|GeoInquiry|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This lesson focuses on the identification of major boundaries borders and barriers around the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - Farming and the rural landscape  - Esri GeoInquiries collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=0decc15cd3524823868a3d348b6f6cde,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,Rural land use|rural land|land use|rural|ConnectEd|GeoInquiries|Geography|GeoInquiry|human geography|Cultural geography|Agriculture|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This lesson focuses on the different types of use found in rural lands.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Agricultural patterns - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=2c98b048d2254c33834eedd04f8d1953,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,ConnectED|GeoInquiries|GeoInquiry|Agriculture|Precipitation|social studies|human geography|Cultural geography|Geography|K12|K-12|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore global climatic datasets to analyze the factors that constrain and enable agricultural options.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - The human development index  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=18298df948a549e2a4e61a5be990a22e,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,HDI|human|human geography|APHG|social studies|ConnectED|GeoInquiries|GeoInquiry|classrooms|K12|K-12|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore the spatial patterns of the Human Development Index (HDI) to identify regional patterns and causal factors in the data.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Comparing country development - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=1324c0f2a18f490ab99fbf5c429195be,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,ConnectED|development|HDI|APHG|human geography|Cultural geography|social studies|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore factors that define levels of development.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - What's the range? - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=340327093f5045d88b4df1c206837716,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,Range|ConnectED|APHG|AP Human Geography|Cultural geography|human geography|social studies|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will analyze how the market areas for specific chain stores change based on the type of store.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - Urban areas and edge cities - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=e93c03ea01a0467f83b6fc09da4f4a3f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,ConnectED|human geography|Cultural geography|social studies|Cities|Urbanization|Edge cities|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore urban areas around the world including their layout size and other factors.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Farming: Can You Believe It - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=73d4d483937243779f494bf7608431be,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,farming|Level 2|APHG|human geography|analysis,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Compare the rural and urban land in the United States and conduct a hot spot analysis to test the statistical significance of patterns observed.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Language and religion - The diffusion of Islam - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=18d59f73cbf54632ae86bb26e97fdf70,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,relgion|language|Islam,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will explore the diffusion of Islam using geospatial analysis tools.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Range: Why Hexagons - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=36fc4d66264a49a9861dd743db2a68a9,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,hexagons|range|GeoInquiries|GeoInquiry|Geography|ConnectED|APHG|human geography|Houston|Summarize Within|Analysis,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate the use of hexagons for analyzing distribution.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Time or Distance - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=fdea225fd41f468baae95a398c2bc1f6,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,APHG|GeoInquiries|GeoInquiry|Geography|time|distance|scale|human geography,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will discover how interstate highways affect the distance traveled in a given amount of time. Differences between drive time distances and buffers is alo explored.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Urban Distribution and Density  - Esri GeoInquiries™ collection for Human Geography,Esri,Esri,11/23/21, Human Geography,en,https://arcgis.com/home/item.html?id=6d3b4cf61a164e7da2765e4de898d3f1,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Cultural Geography,urban area|urbanization|world cities|density|distribution|population|growth|calculate density|GeoInquiries|geo-inquiries|Level 2,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the location and concentration of major urban areas throughout the world,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - Rates & Proportions: A lost beach - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=1c6c5b6c7d404782b8528894dbacf606,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|algebra|rates|proportions|erosion|coastal erosion|beach,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Determine the rate of coastal erosion by estimating changes in historical aerial photos.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - D=R x T - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=592099bc3a8e48e492960efb38937d40,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|math|distance|DRT|rate|time|mathematics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Use an aerial photograph to determine the distance around a track and then calculate rate and time for each lap and the race as a whole.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - Linear rate of change: Steady growth - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=6abfb4be00494e708c35bf92e2268009,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|math|algebra|schools|ConnectEd|K-12|K12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,While population growth is often associated with exponential functions this activity explores a linear model for one Michigan county.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - How much rain? Linear equations  - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=31b164e9bb4e46afa637db6a29a1f6f0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geometry|algebra|ConnectED|geoinquiry|geoenquiries|geoenquiry|schools|K-12|K12|high school,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Measure the distance between two rain gauges to estimate how much precipitation an intervening town receives by deriving a linear function.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - Rates of population change - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=414938a6d8b445c992cf2875de770d50,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|math|algebra|schools|ConnectED|K-12|K12|school,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate rates of population growth and decline with US Census data.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - Distance and midpoint - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=04624073da0945d08683d73645b7d149,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geoinquiry|geo-inquiry|geoenquiry|geoenquiries|math|algebra|school|schools|K-12|K12|ConnectED|teaching|mathematics|learn,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Site a water tower shared by two towns at the midpoint and determine the costs involved using the Pythagorean theorem.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
07 - The coordinate plane - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=5ff93f5a0fe74cb5949297bdd2bc24ec,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|school|schools|K-12|K12|algebra|ConnectEd,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Points on the surface of the earth can be plotted using a coordinate system made from lines of longitude and latitude.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - Euclidean vs Non-Euclidean - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=e8010776a4ef492e88056be4fa34c1e3,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|math|mathematics|Euclidean|spherical|flat|coordinates|projections|schools|school|K12|K-12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore flat geometry (Euclidean) that is based on figures on a plane versus spherical geometry (non-Euclidean) that is based on figures on a curved surface.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - Area and perimeter at the mall  - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=2d4302b4bb144ae1886f53af8091e44b,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Use an aerial photograph to determine the perimeter and area of the mall; consider other shape permutations.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - Measuring crop circles - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=2da7561e80d54122a3b67e00798e0769,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Use remotely sensed data to estimate and measure the area of (center-pivot irrigated) crop circles.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Area of complex figures - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=7f76f650583943a2a0c10d06f9bca26a,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geoinquiry|geoenquiry|geo-inquiries|geo-inquiry|geoenquiries|math|mathematics|complex figures|shapes|geometry|algebra|schools|K-12|K12|ConnectED|learner,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Find the area of a complex  figure by dividing it into simpler shapes such as rectangles squares triangles and trapezoids.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - Similar triangles - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=57831cae4cbb4b16a6d7ed2ef9e62a0f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|math|mathematics|triangles|similar|ConnectED|schools|school|K-12|K12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,By creating similar triangles it is possible to find the distance across a river using indirect measurements.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Perpendicular bisectors - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=e05f4b79ce5047b5b802ff8ba504bf85,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|albegra|bisectors|life flight|perpendicular bisectors|ConnectED|school|schools|K-12|K12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Starting with the location of all Life Flight hospitals in a state use perpendicular bisectors to draw boundaries between Life Flight regions which will inform first responders.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - Centers of triangles  - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=38f6852b8fbf4a2fb94849cba281db27,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|triangles|geometry|center of triangles,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Find the circumcenter of a triangle which is the point where the perpendicular bisectors of the sides of a triangle intersect and is equidistant to each vertex.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - Volume of pyramids - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=f3c8b1f45fbd486ca8d78be88a7fd5f7,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Mathematics,GeoInquiries|geo-inquiries|geo-inquiry|geoenquiries|geoenquiry|geoinquiry|geometry|algebra|volume|pyramid|Giza|schools|Cheops|Egypt,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Use an aerial photograph to determine the volume of the Great Pyramid of Giza.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - 13 colonies 1700's - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=e78c258d8bfe42b7b8e620994bd9378d,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,13 Colonies|US History|American history|social studies|MUSH|1700s|K-12|K12|schools|ConnectED|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,"This US History GeoInquiry is designed to enhance teaching the ""13 Colonies during the 1700s"" in US History classes.  The activity uses a web-based map and is tied to the C3 Framework.",Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - The war before independence (American Revolution) - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=63b3c88676ed46ecac6200efd631d32f,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,US History|American history|social studies|MUSH|1700s|K-12|K12|schools|ConnectED|American Revolution|war|battles|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students learn about the first shots of the American Revolution and the battles that occurred before the Declaration of Independence.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - The second American Revolution (1812)  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=c70d31ff51aa4e7aa97d2fd6cd87df23,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,GeoInquiries|GeoInquiry|ConnectED|1812|1812 American Battles|social studies|US History|American history|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,The War of 1812 ensured the United States’ independence and created opportunities for two future U.S. presidents to demonstrate their leadership qualities.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - Westward ho! (Trails West) - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=5adab19ed3084df4962ede0d604acae9,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,Trails west|trails|American West|Westward expansion|Manifest destiny|historic trails|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,During the mid-1800s the American population followed the country’s Manifest Destiny; as land was acquired westward migration toward the Pacific occurred.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - Underground Railroad  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=6e867dbea313478c98cb492335376fda,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,ConnectED|GeoInquiries|GeoInquiry|US History|American history|social studies|Underground Railroad|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity explores the network of places and routes that made up the Underground Railroad.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - A nation divided: the Civil War  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=82f5e3db68ec494fad06624975587b78,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,civil war|civil war battles|US History|American history|ConnectED|GeoInquiries|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity provides a geographic overview of the American Civil War.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
07 - Native American lands 1819-2015  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=93a0b504e1414b69a69b9db7178b7329,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,ConnectED|GeoInquiries|GeoInquiry|US History|American history|social studies|Native American Lands|Native|First Nations|Westward expansion|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the spatial patterns of Native American lands in 1819 and the decrease in size of those lands through the current Native American reservations.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - Steel and the birth of a city (natural resources) - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=c39b580b42234fc898b45f9e400ab8f0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,US History|GeoInquiry|Natural resources|MUSH|K-12|K12|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Steel and the birth of a city (natural resources) US History GeoInquiry,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - World War I - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=0c4a9b0fd5e44549922ffa664b57c691,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,WWI|ConnectED|US History|American history|Germany|Russia|world war|World War I|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Students will learn about the key fronts of World War I and the impact of the United States’ involvement.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - The Dust Bowl - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=641a180a94f948b29ff4c2d399a963a3,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,Dust Bowl|Dust Bowl Changes|Dust image|1930s|US History|GeoInquiry|ConnectED|K-12|schools|MUSH|1940s|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the Dust Bowl region using population change agriculture and precipitation data.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - From compromise to conflict  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=74efd323162c4b1f9ebef1f5a5ca157b,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,ConnectED|social studies|Missouri Compromise|civil war|American history|US History|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,As the United States acquired land and new states formed the balance of power between the free and slave states needed to be addressed.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - A day that lived in infamy (Pearl Harbor)  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=d45e8867f58749c39dfdb6da0296ed52,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,ConnectED|Pearl Harbor|WW II|WWII|WW2|Japan|battles|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,This activity shows how the expansion of the Japanese Empire resulted in the United States’ involvement in World War II.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Operation Overlord (D-Day) - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=356a1c8b0cfb4479b514e3dd14349dd8,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,ConnectED|social studies|US History|American history|WW2|WWII|Nazi|world history|GeoInquiries|GeoInquiry|DDay|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the geography and significance of the D-Day invasion.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - Hot spots in a cold war - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=485db33421c34fc997b1a34b3347e1e0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,ConnectED|social studies|American history|US History|ColdWar|Cold War|Communism|USSR|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,The geoinquiry shows the progression of communist expansion immediately following World War II.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - The great exchange - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=ca718fba2654471f98aa74102fa59b02,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,K12|K-12|MUSH|GeoInquiries|GeoInquiry|Great Exchange|US History|metrics,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,The Great Exchange US History GeoInquiry,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Day Of Infamy: Strike Zone - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=f59a1a7f07234475a681a9fd7e8f6c66,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,WW2|WWII|Pearl Harbor|Strike Zone|social studies|C3|GeoInquiries|GeoInquiry|Level 2|L2,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate how the Imperial Japanese Navy fleet made its way to Pearl Harbor in preparation for the December 7 1941 attack.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Dust Bowl: Population Shift - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=761214b55cee4766b23a10cf76b013d4,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,Dust Bowl|Population|population shift|ConnectEd|social studies|ConnectED|C3|high school|school|GeoInquiries|GeoInquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate the farms in Dust Bowl states by summarizing to the state level.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - Steel City: Coal Power - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=9400de5ae1194412856a1e1fc50ea0bd,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,steel city|coal|industry|industrial revolution|social studies|C3|GeoInquiries|GeoInquiry|Level 2,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the factors that contributed to cities in 1890 becoming “steel cities” through location of steel smelters and coal mines.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
